filename,original_cc,final_cc
312_refined.npy,5,3
443_refined.npy,2,2
15_refined.npy,3,3
232_refined.npy,3,3
575_refined.npy,2,2
261_refined.npy,2,2
709_refined.npy,2,2
988_refined.npy,2,2
140_refined.npy,4,3
53_refined.npy,2,2
294_refined.npy,3,3
780_refined.npy,3,3
209_refined.npy,3,2
523_refined.npy,3,3
648_refined.npy,3,3
681_refined.npy,2,2
6_refined.npy,3,2
2_refined.npy,6,3
739_refined.npy,6,3
838_refined.npy,4,3
577_refined.npy,3,3
158_refined.npy,3,3
413_refined.npy,3,3
996_refined.npy,3,3
981_refined.npy,4,4
110_refined.npy,3,3
50_refined.npy,2,2
915_refined.npy,6,4
307_refined.npy,3,3
807_refined.npy,3,3
126_refined.npy,3,2
532_refined.npy,2,2
274_refined.npy,3,2
218_refined.npy,2,2
961_refined.npy,3,2
558_refined.npy,2,2
32_refined.npy,3,3
541_refined.npy,4,3
984_refined.npy,2,2
704_refined.npy,4,4
459_refined.npy,2,2
309_refined.npy,3,2
769_refined.npy,2,2
455_refined.npy,3,3
412_refined.npy,4,4
719_refined.npy,3,3
221_refined.npy,4,4
790_refined.npy,4,4
810_refined.npy,3,3
518_refined.npy,4,3
703_refined.npy,3,3
152_refined.npy,2,2
340_refined.npy,4,3
73_refined.npy,3,3
411_refined.npy,3,3
537_refined.npy,3,3
355_refined.npy,2,2
721_refined.npy,2,2
423_refined.npy,3,3
1_refined.npy,3,3
164_refined.npy,2,2
693_refined.npy,3,3
802_refined.npy,2,2
959_refined.npy,2,2
692_refined.npy,2,2
967_refined.npy,4,3
500_refined.npy,3,2
314_refined.npy,3,3
109_refined.npy,3,2
990_refined.npy,3,3
55_refined.npy,4,3
310_refined.npy,3,3
741_refined.npy,2,2
521_refined.npy,2,2
496_refined.npy,5,4
839_refined.npy,2,2
51_refined.npy,3,3
159_refined.npy,3,3
906_refined.npy,3,2
925_refined.npy,3,3
441_refined.npy,2,2
285_refined.npy,3,3
628_refined.npy,3,2
993_refined.npy,2,2
661_refined.npy,4,3
91_refined.npy,5,3
197_refined.npy,2,2
568_refined.npy,2,2
276_refined.npy,3,3
199_refined.npy,4,3
383_refined.npy,2,2
751_refined.npy,5,3
793_refined.npy,2,2
611_refined.npy,3,3
243_refined.npy,3,3
809_refined.npy,5,2
346_refined.npy,3,2
483_refined.npy,3,3
729_refined.npy,6,2
117_refined.npy,3,3
926_refined.npy,3,3
448_refined.npy,3,3
306_refined.npy,2,2
430_refined.npy,3,3
173_refined.npy,2,2
320_refined.npy,3,2
754_refined.npy,3,3
495_refined.npy,3,3
733_refined.npy,2,2
876_refined.npy,2,2
539_refined.npy,2,2
316_refined.npy,8,2
995_refined.npy,3,3
300_refined.npy,2,2
969_refined.npy,2,2
585_refined.npy,3,3
445_refined.npy,3,3
347_refined.npy,2,2
361_refined.npy,2,2
565_refined.npy,2,2
570_refined.npy,4,3
705_refined.npy,5,4
572_refined.npy,2,2
664_refined.npy,4,3
921_refined.npy,3,3
248_refined.npy,3,3
238_refined.npy,9,2
571_refined.npy,6,2
480_refined.npy,3,3
974_refined.npy,4,2
302_refined.npy,2,2
715_refined.npy,5,3
253_refined.npy,2,2
97_refined.npy,2,2
369_refined.npy,4,4
325_refined.npy,6,3
582_refined.npy,3,3
65_refined.npy,2,2
454_refined.npy,2,2
946_refined.npy,2,2
798_refined.npy,5,3
884_refined.npy,3,3
33_refined.npy,3,3
230_refined.npy,5,4
379_refined.npy,3,3
831_refined.npy,3,3
675_refined.npy,3,3
36_refined.npy,2,2
328_refined.npy,3,2
914_refined.npy,3,2
744_refined.npy,4,2
738_refined.npy,4,2
826_refined.npy,2,2
965_refined.npy,3,3
817_refined.npy,2,2
286_refined.npy,3,3
836_refined.npy,3,3
188_refined.npy,3,3
116_refined.npy,2,2
556_refined.npy,3,3
655_refined.npy,3,3
156_refined.npy,3,3
288_refined.npy,4,3
424_refined.npy,3,3
619_refined.npy,5,3
401_refined.npy,4,3
872_refined.npy,2,2
606_refined.npy,2,2
318_refined.npy,3,3
668_refined.npy,3,3
843_refined.npy,2,2
962_refined.npy,5,2
800_refined.npy,4,3
356_refined.npy,3,3
220_refined.npy,2,2
151_refined.npy,6,3
650_refined.npy,6,3
145_refined.npy,3,3
940_refined.npy,3,3
742_refined.npy,2,2
600_refined.npy,4,3
578_refined.npy,2,2
432_refined.npy,2,2
630_refined.npy,3,2
787_refined.npy,3,3
597_refined.npy,4,4
697_refined.npy,5,2
708_refined.npy,4,3
20_refined.npy,2,2
579_refined.npy,3,3
957_refined.npy,2,2
196_refined.npy,3,3
629_refined.npy,2,2
767_refined.npy,3,3
885_refined.npy,2,2
877_refined.npy,3,3
718_refined.npy,8,3
13_refined.npy,2,2
516_refined.npy,3,3
345_refined.npy,3,3
439_refined.npy,2,2
711_refined.npy,3,3
963_refined.npy,4,3
608_refined.npy,3,2
723_refined.npy,4,3
949_refined.npy,3,3
647_refined.npy,2,2
574_refined.npy,2,2
498_refined.npy,3,3
879_refined.npy,3,3
94_refined.npy,3,2
473_refined.npy,3,3
60_refined.npy,3,3
95_refined.npy,2,2
479_refined.npy,3,2
907_refined.npy,2,2
737_refined.npy,3,3
184_refined.npy,3,3
41_refined.npy,5,3
573_refined.npy,2,2
772_refined.npy,4,2
157_refined.npy,4,3
663_refined.npy,2,2
438_refined.npy,2,2
326_refined.npy,2,2
980_refined.npy,3,3
269_refined.npy,3,2
919_refined.npy,2,2
806_refined.npy,2,2
450_refined.npy,2,2
714_refined.npy,2,2
528_refined.npy,3,3
427_refined.npy,3,2
239_refined.npy,2,2
81_refined.npy,3,3
273_refined.npy,2,2
658_refined.npy,2,2
250_refined.npy,3,2
74_refined.npy,2,2
39_refined.npy,7,3
712_refined.npy,3,3
366_refined.npy,2,2
112_refined.npy,2,2
143_refined.npy,3,2
177_refined.npy,3,2
76_refined.npy,3,3
510_refined.npy,2,2
527_refined.npy,2,2
882_refined.npy,3,3
773_refined.npy,4,4
204_refined.npy,3,3
394_refined.npy,2,2
457_refined.npy,2,2
227_refined.npy,4,3
607_refined.npy,4,3
278_refined.npy,3,3
753_refined.npy,3,3
576_refined.npy,7,2
146_refined.npy,3,3
755_refined.npy,3,2
183_refined.npy,3,2
548_refined.npy,2,2
30_refined.npy,5,4
186_refined.npy,2,2
488_refined.npy,3,3
900_refined.npy,3,2
406_refined.npy,2,2
856_refined.npy,2,2
952_refined.npy,4,4
66_refined.npy,2,2
778_refined.npy,3,2
760_refined.npy,5,4
695_refined.npy,4,3
953_refined.npy,2,2
380_refined.npy,2,2
497_refined.npy,2,2
198_refined.npy,2,2
526_refined.npy,3,3
504_refined.npy,2,2
106_refined.npy,2,2
506_refined.npy,3,3
160_refined.npy,3,3
601_refined.npy,5,3
48_refined.npy,2,2
936_refined.npy,3,3
89_refined.npy,2,2
147_refined.npy,2,2
549_refined.npy,2,2
653_refined.npy,5,3
22_refined.npy,3,2
11_refined.npy,2,2
408_refined.npy,2,2
634_refined.npy,3,3
888_refined.npy,2,2
503_refined.npy,3,2
414_refined.npy,3,3
849_refined.npy,2,2
997_refined.npy,3,3
890_refined.npy,3,3
255_refined.npy,3,2
586_refined.npy,2,2
899_refined.npy,3,3
327_refined.npy,3,3
161_refined.npy,3,3
847_refined.npy,4,3
317_refined.npy,4,3
226_refined.npy,3,3
853_refined.npy,3,3
679_refined.npy,4,4
966_refined.npy,3,3
180_refined.npy,2,2
830_refined.npy,4,4
42_refined.npy,3,3
397_refined.npy,3,2
848_refined.npy,3,3
978_refined.npy,3,2
837_refined.npy,3,3
654_refined.npy,2,2
71_refined.npy,2,2
92_refined.npy,2,2
603_refined.npy,3,3
429_refined.npy,2,2
768_refined.npy,2,2
171_refined.npy,7,4
846_refined.npy,4,4
469_refined.npy,2,2
902_refined.npy,7,3
203_refined.npy,3,3
84_refined.npy,3,3
827_refined.npy,6,4
698_refined.npy,2,2
696_refined.npy,5,3
864_refined.npy,4,3
865_refined.npy,2,2
569_refined.npy,2,2
257_refined.npy,3,3
193_refined.npy,2,2
871_refined.npy,3,3
897_refined.npy,2,2
194_refined.npy,5,3
464_refined.npy,3,3
771_refined.npy,2,2
873_refined.npy,3,3
191_refined.npy,2,2
181_refined.npy,3,3
866_refined.npy,3,3
736_refined.npy,2,2
187_refined.npy,3,3
359_refined.npy,2,2
63_refined.npy,2,2
991_refined.npy,2,2
512_refined.npy,3,3
588_refined.npy,3,3
646_refined.npy,3,3
387_refined.npy,3,2
511_refined.npy,4,3
615_refined.npy,3,3
474_refined.npy,3,3
795_refined.npy,4,3
786_refined.npy,3,3
999_refined.npy,5,3
214_refined.npy,5,4
270_refined.npy,6,3
289_refined.npy,2,2
766_refined.npy,6,4
717_refined.npy,2,2
587_refined.npy,5,3
905_refined.npy,3,2
182_refined.npy,4,3
609_refined.npy,2,2
913_refined.npy,6,4
855_refined.npy,2,2
296_refined.npy,2,2
80_refined.npy,2,2
377_refined.npy,3,3
56_refined.npy,3,2
382_refined.npy,4,4
133_refined.npy,2,2
444_refined.npy,3,2
799_refined.npy,3,3
746_refined.npy,3,3
79_refined.npy,2,2
236_refined.npy,3,2
315_refined.npy,4,3
453_refined.npy,2,2
554_refined.npy,5,3
1000_refined.npy,3,3
977_refined.npy,4,3
225_refined.npy,4,2
486_refined.npy,4,2
251_refined.npy,4,2
645_refined.npy,4,3
301_refined.npy,5,3
374_refined.npy,3,3
740_refined.npy,3,2
934_refined.npy,3,3
237_refined.npy,4,4
520_refined.npy,3,3
796_refined.npy,3,2
487_refined.npy,2,2
894_refined.npy,7,2
499_refined.npy,2,2
131_refined.npy,3,2
728_refined.npy,3,3
950_refined.npy,3,3
338_refined.npy,2,2
641_refined.npy,3,2
901_refined.npy,3,2
730_refined.npy,7,3
163_refined.npy,2,2
546_refined.npy,3,2
9_refined.npy,3,3
86_refined.npy,4,3
665_refined.npy,2,2
710_refined.npy,4,3
418_refined.npy,3,3
734_refined.npy,4,4
756_refined.npy,4,4
896_refined.npy,3,3
403_refined.npy,2,2
908_refined.npy,3,2
466_refined.npy,2,2
82_refined.npy,3,3
947_refined.npy,3,2
987_refined.npy,2,2
137_refined.npy,3,2
701_refined.npy,2,2
384_refined.npy,2,2
614_refined.npy,3,3
968_refined.npy,3,3
986_refined.npy,3,2
391_refined.npy,2,2
400_refined.npy,3,3
477_refined.npy,3,3
801_refined.npy,4,3
119_refined.npy,3,3
247_refined.npy,3,2
341_refined.npy,3,3
211_refined.npy,2,2
216_refined.npy,3,2
536_refined.npy,2,2
426_refined.npy,3,3
604_refined.npy,3,3
21_refined.npy,3,2
353_refined.npy,3,3
983_refined.npy,2,2
779_refined.npy,4,2
924_refined.npy,2,2
842_refined.npy,4,3
283_refined.npy,4,4
124_refined.npy,3,2
501_refined.npy,3,2
752_refined.npy,3,3
929_refined.npy,3,3
19_refined.npy,3,3
223_refined.npy,2,2
938_refined.npy,3,3
677_refined.npy,3,3
861_refined.npy,3,3
52_refined.npy,3,3
235_refined.npy,3,3
813_refined.npy,3,3
867_refined.npy,3,2
774_refined.npy,4,4
277_refined.npy,3,3
149_refined.npy,2,2
720_refined.npy,2,2
103_refined.npy,4,3
396_refined.npy,2,2
642_refined.npy,3,3
468_refined.npy,3,3
680_refined.npy,3,3
105_refined.npy,3,2
508_refined.npy,3,3
24_refined.npy,3,3
992_refined.npy,3,3
942_refined.npy,3,3
87_refined.npy,5,4
185_refined.npy,2,2
127_refined.npy,3,3
375_refined.npy,3,2
781_refined.npy,2,2
916_refined.npy,3,3
7_refined.npy,3,3
971_refined.npy,3,2
491_refined.npy,3,2
551_refined.npy,2,2
672_refined.npy,4,3
975_refined.npy,3,3
892_refined.npy,2,2
493_refined.npy,3,3
502_refined.npy,4,4
878_refined.npy,4,3
178_refined.npy,5,3
207_refined.npy,3,3
360_refined.npy,3,2
656_refined.npy,2,2
5_refined.npy,3,2
874_refined.npy,2,2
791_refined.npy,3,3
421_refined.npy,3,2
154_refined.npy,2,2
770_refined.npy,3,2
750_refined.npy,3,2
195_refined.npy,2,2
895_refined.npy,2,2
324_refined.npy,3,3
904_refined.npy,5,3
794_refined.npy,3,2
337_refined.npy,2,2
522_refined.npy,3,2
363_refined.npy,3,3
964_refined.npy,2,2
951_refined.npy,3,2
75_refined.npy,5,2
12_refined.npy,4,3
260_refined.npy,5,2
378_refined.npy,3,3
803_refined.npy,3,3
201_refined.npy,3,3
788_refined.npy,3,3
727_refined.npy,3,3
911_refined.npy,5,3
649_refined.npy,3,3
460_refined.npy,4,3
624_refined.npy,5,2
62_refined.npy,3,3
167_refined.npy,3,3
311_refined.npy,3,2
909_refined.npy,4,3
298_refined.npy,2,2
293_refined.npy,4,3
342_refined.npy,3,3
213_refined.npy,3,3
169_refined.npy,2,2
69_refined.npy,3,3
559_refined.npy,3,3
748_refined.npy,3,3
815_refined.npy,2,2
560_refined.npy,3,3
202_refined.npy,2,2
666_refined.npy,2,2
229_refined.npy,3,3
271_refined.npy,2,2
685_refined.npy,3,3
632_refined.npy,3,2
660_refined.npy,3,3
78_refined.npy,2,2
529_refined.npy,5,4
108_refined.npy,2,2
222_refined.npy,2,2
100_refined.npy,3,3
392_refined.npy,3,2
989_refined.npy,5,3
49_refined.npy,2,2
937_refined.npy,3,3
859_refined.npy,2,2
395_refined.npy,2,2
707_refined.npy,2,2
713_refined.npy,2,2
475_refined.npy,3,3
472_refined.npy,5,3
233_refined.npy,2,2
34_refined.npy,6,3
777_refined.npy,3,3
268_refined.npy,2,2
388_refined.npy,3,3
492_refined.npy,3,3
389_refined.npy,4,3
860_refined.npy,5,3
749_refined.npy,3,3
918_refined.npy,5,3
945_refined.npy,2,2
948_refined.npy,3,3
451_refined.npy,4,3
390_refined.npy,3,3
329_refined.npy,2,2
764_refined.npy,2,2
519_refined.npy,3,3
85_refined.npy,3,3
643_refined.npy,3,3
372_refined.npy,3,3
471_refined.npy,2,2
35_refined.npy,3,3
303_refined.npy,2,2
114_refined.npy,4,4
759_refined.npy,4,3
490_refined.npy,4,2
370_refined.npy,3,3
494_refined.npy,4,3
373_refined.npy,3,3
792_refined.npy,2,2
762_refined.npy,2,2
57_refined.npy,4,3
620_refined.npy,2,2
452_refined.npy,4,4
851_refined.npy,2,2
134_refined.npy,3,3
61_refined.npy,2,2
381_refined.npy,2,2
761_refined.npy,2,2
557_refined.npy,3,2
651_refined.npy,2,2
465_refined.npy,3,3
282_refined.npy,3,2
275_refined.npy,2,2
115_refined.npy,3,3
644_refined.npy,3,3
264_refined.npy,3,2
566_refined.npy,3,3
206_refined.npy,2,2
259_refined.npy,3,3
121_refined.npy,3,3
4_refined.npy,5,3
111_refined.npy,4,3
514_refined.npy,3,3
428_refined.npy,2,2
354_refined.npy,2,2
120_refined.npy,2,2
825_refined.npy,3,3
595_refined.npy,4,3
433_refined.npy,2,2
362_refined.npy,4,3
613_refined.npy,2,2
590_refined.npy,3,3
470_refined.npy,2,2
923_refined.npy,3,3
242_refined.npy,3,3
517_refined.npy,2,2
352_refined.npy,2,2
416_refined.npy,2,2
928_refined.npy,2,2
330_refined.npy,2,2
58_refined.npy,2,2
955_refined.npy,3,3
139_refined.npy,4,2
405_refined.npy,2,2
46_refined.npy,2,2
254_refined.npy,6,2
258_refined.npy,2,2
700_refined.npy,3,3
671_refined.npy,2,2
507_refined.npy,4,4
943_refined.npy,2,2
553_refined.npy,2,2
640_refined.npy,3,3
612_refined.npy,3,3
932_refined.npy,2,2
417_refined.npy,2,2
358_refined.npy,2,2
478_refined.npy,3,3
626_refined.npy,5,3
821_refined.npy,2,2
165_refined.npy,2,2
833_refined.npy,2,2
308_refined.npy,3,2
461_refined.npy,2,2
818_refined.npy,2,2
434_refined.npy,2,2
757_refined.npy,6,3
636_refined.npy,2,2
420_refined.npy,5,3
305_refined.npy,3,2
118_refined.npy,3,3
599_refined.npy,4,3
563_refined.npy,2,2
505_refined.npy,2,2
745_refined.npy,2,2
240_refined.npy,3,2
893_refined.npy,3,2
944_refined.npy,4,3
726_refined.npy,3,2
616_refined.npy,3,3
402_refined.npy,2,2
447_refined.npy,2,2
776_refined.npy,4,4
351_refined.npy,3,3
83_refined.npy,3,3
998_refined.npy,3,3
323_refined.npy,3,3
304_refined.npy,3,3
828_refined.npy,5,4
820_refined.npy,3,3
561_refined.npy,3,2
564_refined.npy,3,3
409_refined.npy,3,3
638_refined.npy,7,4
543_refined.npy,4,3
635_refined.npy,3,3
467_refined.npy,3,3
857_refined.npy,2,2
593_refined.npy,2,2
144_refined.npy,5,2
272_refined.npy,1,1
435_refined.npy,4,2
690_refined.npy,3,2
93_refined.npy,2,2
336_refined.npy,2,2
376_refined.npy,2,2
332_refined.npy,4,3
101_refined.npy,4,2
331_refined.npy,3,3
176_refined.npy,3,3
854_refined.npy,2,2
162_refined.npy,3,3
436_refined.npy,3,3
174_refined.npy,3,3
631_refined.npy,3,2
834_refined.npy,3,3
747_refined.npy,3,3
840_refined.npy,4,3
725_refined.npy,3,2
170_refined.npy,4,3
138_refined.npy,4,3
385_refined.npy,4,3
625_refined.npy,3,3
88_refined.npy,4,3
805_refined.npy,2,2
881_refined.npy,2,2
449_refined.npy,3,3
28_refined.npy,3,3
939_refined.npy,3,2
344_refined.npy,3,3
699_refined.npy,5,3
295_refined.npy,4,3
349_refined.npy,5,3
958_refined.npy,3,3
702_refined.npy,5,2
960_refined.npy,3,3
166_refined.npy,2,2
485_refined.npy,4,3
509_refined.npy,2,2
102_refined.npy,4,3
538_refined.npy,2,2
280_refined.npy,2,2
684_refined.npy,2,2
150_refined.npy,2,2
676_refined.npy,2,2
18_refined.npy,2,2
814_refined.npy,4,3
829_refined.npy,2,2
933_refined.npy,4,2
782_refined.npy,3,3
621_refined.npy,3,3
686_refined.npy,3,3
77_refined.npy,3,2
348_refined.npy,3,3
785_refined.npy,3,3
797_refined.npy,3,2
23_refined.npy,2,2
215_refined.npy,3,3
67_refined.npy,3,3
691_refined.npy,4,2
622_refined.npy,2,2
113_refined.npy,3,3
313_refined.npy,3,2
70_refined.npy,3,3
852_refined.npy,4,2
956_refined.npy,3,3
440_refined.npy,4,2
970_refined.npy,3,3
25_refined.npy,3,2
875_refined.npy,3,2
68_refined.npy,5,3
192_refined.npy,2,2
8_refined.npy,4,4
683_refined.npy,4,3
540_refined.npy,3,3
531_refined.npy,2,2
870_refined.npy,3,3
190_refined.npy,3,3
27_refined.npy,5,4
371_refined.npy,4,3
179_refined.npy,3,3
743_refined.npy,2,2
880_refined.npy,2,2
367_refined.npy,3,2
931_refined.npy,2,2
724_refined.npy,3,3
142_refined.npy,3,3
29_refined.npy,2,2
883_refined.npy,3,3
927_refined.npy,5,3
